"date","sunrise","sunset","day_length"
2011-04-05,"2011-04-05T13:37:25+00:00","2011-04-06T02:22:18+00:00","45893"
2011-04-06,"2011-04-06T13:36:02+00:00","2011-04-07T02:23:06+00:00","46024"
2011-04-07,"2011-04-07T13:34:39+00:00","2011-04-08T02:23:55+00:00","46156"
2011-04-08,"2011-04-08T13:33:17+00:00","2011-04-09T02:24:44+00:00","46287"
2011-04-09,"2011-04-09T13:31:56+00:00","2011-04-10T02:25:33+00:00","46417"
2011-04-10,"2011-04-10T13:30:35+00:00","2011-04-11T02:26:22+00:00","46547"
2011-04-11,"2011-04-11T13:29:14+00:00","2011-04-12T02:27:11+00:00","46677"
2011-04-12,"2011-04-12T13:27:54+00:00","2011-04-13T02:28:00+00:00","46806"
2011-04-13,"2011-04-13T13:26:34+00:00","2011-04-14T02:28:50+00:00","46936"
2011-04-14,"2011-04-14T13:25:16+00:00","2011-04-15T02:29:39+00:00","47063"
2011-04-15,"2011-04-15T13:23:57+00:00","2011-04-16T02:30:28+00:00","47191"
2011-04-16,"2011-04-16T13:22:40+00:00","2011-04-17T02:31:17+00:00","47317"
2011-04-17,"2011-04-17T13:21:23+00:00","2011-04-18T02:32:07+00:00","47444"
2011-04-18,"2011-04-18T13:20:07+00:00","2011-04-19T02:32:56+00:00","47569"
2011-04-19,"2011-04-19T13:18:52+00:00","2011-04-20T02:33:46+00:00","47694"
2011-04-20,"2011-04-20T13:17:37+00:00","2011-04-21T02:34:35+00:00","47818"
2011-04-21,"2011-04-21T13:16:23+00:00","2011-04-22T02:35:25+00:00","47942"
2011-04-22,"2011-04-22T13:15:10+00:00","2011-04-23T02:36:15+00:00","48065"
2011-04-23,"2011-04-23T13:13:58+00:00","2011-04-24T02:37:04+00:00","48186"
2011-04-24,"2011-04-24T13:12:47+00:00","2011-04-25T02:37:54+00:00","48307"
2011-04-25,"2011-04-25T13:11:37+00:00","2011-04-26T02:38:44+00:00","48427"
2011-04-26,"2011-04-26T13:10:28+00:00","2011-04-27T02:39:34+00:00","48546"
2011-04-27,"2011-04-27T13:09:19+00:00","2011-04-28T02:40:23+00:00","48664"
2011-04-28,"2011-04-28T13:08:12+00:00","2011-04-29T02:41:13+00:00","48781"
2011-04-29,"2011-04-29T13:07:06+00:00","2011-04-30T02:42:03+00:00","48897"
2011-04-30,"2011-04-30T13:06:01+00:00","2011-05-01T02:42:53+00:00","49012"
2011-05-01,"2011-05-01T13:04:57+00:00","2011-05-02T02:43:43+00:00","49126"
2011-05-02,"2011-05-02T13:03:54+00:00","2011-05-03T02:44:33+00:00","49239"
2011-05-03,"2011-05-03T13:02:52+00:00","2011-05-04T02:45:22+00:00","49350"
2011-05-04,"2011-05-04T13:01:51+00:00","2011-05-05T02:46:12+00:00","49461"
2011-05-05,"2011-05-05T13:00:52+00:00","2011-05-06T02:47:02+00:00","49570"
2011-05-06,"2011-05-06T12:59:54+00:00","2011-05-07T02:47:51+00:00","49677"
2011-05-07,"2011-05-07T12:58:57+00:00","2011-05-08T02:48:40+00:00","49783"
2011-05-08,"2011-05-08T12:58:01+00:00","2011-05-09T02:49:30+00:00","49889"
2011-05-09,"2011-05-09T12:57:07+00:00","2011-05-10T02:50:19+00:00","49992"
2011-05-10,"2011-05-10T12:56:14+00:00","2011-05-11T02:51:08+00:00","50094"
2011-05-11,"2011-05-11T12:55:22+00:00","2011-05-12T02:51:56+00:00","50194"
2011-05-12,"2011-05-12T12:54:31+00:00","2011-05-13T02:52:45+00:00","50294"
2011-05-13,"2011-05-13T12:53:43+00:00","2011-05-14T02:53:33+00:00","50390"
2011-05-14,"2011-05-14T12:52:55+00:00","2011-05-15T02:54:21+00:00","50486"
2011-05-15,"2011-05-15T12:52:09+00:00","2011-05-16T02:55:08+00:00","50579"
2011-05-16,"2011-05-16T12:51:24+00:00","2011-05-17T02:55:56+00:00","50672"
2011-05-17,"2011-05-17T12:50:41+00:00","2011-05-18T02:56:43+00:00","50762"
2011-05-18,"2011-05-18T12:50:00+00:00","2011-05-19T02:57:29+00:00","50849"
2011-05-19,"2011-05-19T12:49:19+00:00","2011-05-20T02:58:15+00:00","50936"
2011-05-20,"2011-05-20T12:48:41+00:00","2011-05-21T02:59:01+00:00","51020"
2011-05-21,"2011-05-21T12:48:04+00:00","2011-05-22T02:59:46+00:00","51102"
2011-05-22,"2011-05-22T12:47:28+00:00","2011-05-23T03:00:31+00:00","51183"
2011-05-23,"2011-05-23T12:46:55+00:00","2011-05-24T03:01:15+00:00","51260"
2011-05-24,"2011-05-24T12:46:22+00:00","2011-05-25T03:01:58+00:00","51336"
2011-05-25,"2011-05-25T12:45:52+00:00","2011-05-26T03:02:41+00:00","51409"
2011-05-26,"2011-05-26T12:45:23+00:00","2011-05-27T03:03:23+00:00","51480"
2011-05-27,"2011-05-27T12:44:55+00:00","2011-05-28T03:04:05+00:00","51550"
2011-05-28,"2011-05-28T12:44:30+00:00","2011-05-29T03:04:46+00:00","51616"
2011-05-29,"2011-05-29T12:44:05+00:00","2011-05-30T03:05:26+00:00","51681"
2011-05-30,"2011-05-30T12:43:43+00:00","2011-05-31T03:06:05+00:00","51742"
2011-05-31,"2011-05-31T12:43:22+00:00","2011-06-01T03:06:43+00:00","51801"
2011-06-01,"2011-06-01T12:43:03+00:00","2011-06-02T03:07:21+00:00","51858"
2011-06-02,"2011-06-02T12:42:46+00:00","2011-06-03T03:07:58+00:00","51912"
2011-06-03,"2011-06-03T12:42:30+00:00","2011-06-04T03:08:33+00:00","51963"
2011-06-04,"2011-06-04T12:42:16+00:00","2011-06-05T03:09:08+00:00","52012"
2011-06-05,"2011-06-05T12:42:04+00:00","2011-06-06T03:09:42+00:00","52058"
2011-06-06,"2011-06-06T12:41:53+00:00","2011-06-07T03:10:14+00:00","52101"
2011-06-07,"2011-06-07T12:41:44+00:00","2011-06-08T03:10:46+00:00","52142"
2011-06-08,"2011-06-08T12:41:37+00:00","2011-06-09T03:11:16+00:00","52179"
2011-06-09,"2011-06-09T12:41:31+00:00","2011-06-10T03:11:46+00:00","52215"
2011-06-10,"2011-06-10T12:41:27+00:00","2011-06-11T03:12:14+00:00","52247"
2011-06-11,"2011-06-11T12:41:24+00:00","2011-06-12T03:12:41+00:00","52277"
2011-06-12,"2011-06-12T12:41:24+00:00","2011-06-13T03:13:06+00:00","52302"
2011-06-13,"2011-06-13T12:41:25+00:00","2011-06-14T03:13:30+00:00","52325"
2011-06-14,"2011-06-14T12:41:27+00:00","2011-06-15T03:13:53+00:00","52346"
2011-06-15,"2011-06-15T12:41:31+00:00","2011-06-16T03:14:15+00:00","52364"
2011-06-16,"2011-06-16T12:41:37+00:00","2011-06-17T03:14:35+00:00","52378"
2011-06-17,"2011-06-17T12:41:44+00:00","2011-06-18T03:14:54+00:00","52390"
2011-06-18,"2011-06-18T12:41:53+00:00","2011-06-19T03:15:11+00:00","52398"
2011-06-19,"2011-06-19T12:42:03+00:00","2011-06-20T03:15:27+00:00","52404"
2011-06-20,"2011-06-20T12:42:15+00:00","2011-06-21T03:15:42+00:00","52407"
2011-06-21,"2011-06-21T12:42:28+00:00","2011-06-22T03:15:55+00:00","52407"
2011-06-22,"2011-06-22T12:42:43+00:00","2011-06-23T03:16:06+00:00","52403"
2011-06-23,"2011-06-23T12:42:59+00:00","2011-06-24T03:16:16+00:00","52397"
2011-06-24,"2011-06-24T12:43:16+00:00","2011-06-25T03:16:24+00:00","52388"
2011-06-25,"2011-06-25T12:43:35+00:00","2011-06-26T03:16:30+00:00","52375"
2011-06-26,"2011-06-26T12:43:55+00:00","2011-06-27T03:16:35+00:00","52360"
2011-06-27,"2011-06-27T12:44:17+00:00","2011-06-28T03:16:39+00:00","52342"
2011-06-28,"2011-06-28T12:44:40+00:00","2011-06-29T03:16:40+00:00","52320"
2011-06-29,"2011-06-29T12:45:04+00:00","2011-06-30T03:16:40+00:00","52296"
2011-06-30,"2011-06-30T12:45:29+00:00","2011-07-01T03:16:39+00:00","52270"
2011-07-01,"2011-07-01T12:45:55+00:00","2011-07-02T03:16:35+00:00","52240"
2011-07-02,"2011-07-02T12:46:23+00:00","2011-07-03T03:16:30+00:00","52207"
2011-07-03,"2011-07-03T12:46:52+00:00","2011-07-04T03:16:24+00:00","52172"
2011-07-04,"2011-07-04T12:47:21+00:00","2011-07-05T03:16:15+00:00","52134"
2011-07-05,"2011-07-05T12:47:52+00:00","2011-07-06T03:16:05+00:00","52093"
2011-07-06,"2011-07-06T12:48:24+00:00","2011-07-07T03:15:53+00:00","52049"
2011-07-07,"2011-07-07T12:48:57+00:00","2011-07-08T03:15:40+00:00","52003"
2011-07-08,"2011-07-08T12:49:31+00:00","2011-07-09T03:15:24+00:00","51953"
2011-07-09,"2011-07-09T12:50:05+00:00","2011-07-10T03:15:07+00:00","51902"
2011-07-10,"2011-07-10T12:50:41+00:00","2011-07-11T03:14:48+00:00","51847"
2011-07-11,"2011-07-11T12:51:17+00:00","2011-07-12T03:14:28+00:00","51791"
2011-07-12,"2011-07-12T12:51:54+00:00","2011-07-13T03:14:06+00:00","51732"
2011-07-13,"2011-07-13T12:52:32+00:00","2011-07-14T03:13:42+00:00","51670"
2011-07-14,"2011-07-14T12:53:11+00:00","2011-07-15T03:13:16+00:00","51605"
2011-07-15,"2011-07-15T12:53:50+00:00","2011-07-16T03:12:49+00:00","51539"
2011-07-16,"2011-07-16T12:54:30+00:00","2011-07-17T03:12:20+00:00","51470"
2011-07-17,"2011-07-17T12:55:10+00:00","2011-07-18T03:11:49+00:00","51399"
2011-07-18,"2011-07-18T12:55:51+00:00","2011-07-19T03:11:17+00:00","51326"
2011-07-19,"2011-07-19T12:56:33+00:00","2011-07-20T03:10:43+00:00","51250"
2011-07-20,"2011-07-20T12:57:15+00:00","2011-07-21T03:10:08+00:00","51173"
2011-07-21,"2011-07-21T12:57:58+00:00","2011-07-22T03:09:31+00:00","51093"
2011-07-22,"2011-07-22T12:58:41+00:00","2011-07-23T03:08:52+00:00","51011"
2011-07-23,"2011-07-23T12:59:24+00:00","2011-07-24T03:08:12+00:00","50928"
2011-07-24,"2011-07-24T13:00:08+00:00","2011-07-25T03:07:30+00:00","50842"
2011-07-25,"2011-07-25T13:00:52+00:00","2011-07-26T03:06:47+00:00","50755"
2011-07-26,"2011-07-26T13:01:37+00:00","2011-07-27T03:06:02+00:00","50665"
2011-07-27,"2011-07-27T13:02:22+00:00","2011-07-28T03:05:15+00:00","50573"
2011-07-28,"2011-07-28T13:03:07+00:00","2011-07-29T03:04:28+00:00","50481"
2011-07-29,"2011-07-29T13:03:52+00:00","2011-07-30T03:03:38+00:00","50386"
2011-07-30,"2011-07-30T13:04:38+00:00","2011-07-31T03:02:48+00:00","50290"
2011-07-31,"2011-07-31T13:05:24+00:00","2011-08-01T03:01:55+00:00","50191"
2011-08-01,"2011-08-01T13:06:10+00:00","2011-08-02T03:01:02+00:00","50092"
2011-08-02,"2011-08-02T13:06:56+00:00","2011-08-03T03:00:07+00:00","49991"
2011-08-03,"2011-08-03T13:07:42+00:00","2011-08-04T02:59:11+00:00","49889"
2011-08-04,"2011-08-04T13:08:28+00:00","2011-08-05T02:58:13+00:00","49785"
2011-08-05,"2011-08-05T13:09:15+00:00","2011-08-06T02:57:14+00:00","49679"
2011-08-06,"2011-08-06T13:10:01+00:00","2011-08-07T02:56:14+00:00","49573"
2011-08-07,"2011-08-07T13:10:47+00:00","2011-08-08T02:55:13+00:00","49466"
2011-08-08,"2011-08-08T13:11:34+00:00","2011-08-09T02:54:11+00:00","49357"
2011-08-09,"2011-08-09T13:12:21+00:00","2011-08-10T02:53:07+00:00","49246"
2011-08-10,"2011-08-10T13:13:07+00:00","2011-08-11T02:52:02+00:00","49135"
2011-08-11,"2011-08-11T13:13:54+00:00","2011-08-12T02:50:56+00:00","49022"
2011-08-12,"2011-08-12T13:14:40+00:00","2011-08-13T02:49:49+00:00","48909"
2011-08-13,"2011-08-13T13:15:27+00:00","2011-08-14T02:48:41+00:00","48794"
2011-08-14,"2011-08-14T13:16:13+00:00","2011-08-15T02:47:32+00:00","48679"
2011-08-15,"2011-08-15T13:16:59+00:00","2011-08-16T02:46:21+00:00","48562"
2011-08-16,"2011-08-16T13:17:46+00:00","2011-08-17T02:45:10+00:00","48444"
2011-08-17,"2011-08-17T13:18:32+00:00","2011-08-18T02:43:58+00:00","48326"
2011-08-18,"2011-08-18T13:19:18+00:00","2011-08-19T02:42:45+00:00","48207"
2011-08-19,"2011-08-19T13:20:04+00:00","2011-08-20T02:41:31+00:00","48087"
2011-08-20,"2011-08-20T13:20:50+00:00","2011-08-21T02:40:16+00:00","47966"
2011-08-21,"2011-08-21T13:21:36+00:00","2011-08-22T02:39:01+00:00","47845"
2011-08-22,"2011-08-22T13:22:22+00:00","2011-08-23T02:37:44+00:00","47722"
2011-08-23,"2011-08-23T13:23:08+00:00","2011-08-24T02:36:27+00:00","47599"
2011-08-24,"2011-08-24T13:23:53+00:00","2011-08-25T02:35:09+00:00","47476"
2011-08-25,"2011-08-25T13:24:39+00:00","2011-08-26T02:33:50+00:00","47351"
2011-08-26,"2011-08-26T13:25:25+00:00","2011-08-27T02:32:30+00:00","47225"
2011-08-27,"2011-08-27T13:26:10+00:00","2011-08-28T02:31:10+00:00","47100"
2011-08-28,"2011-08-28T13:26:55+00:00","2011-08-29T02:29:49+00:00","46974"
2011-08-29,"2011-08-29T13:27:40+00:00","2011-08-30T02:28:28+00:00","46848"
2011-08-30,"2011-08-30T13:28:26+00:00","2011-08-31T02:27:06+00:00","46720"
2011-08-31,"2011-08-31T13:29:11+00:00","2011-09-01T02:25:43+00:00","46592"
2011-09-01,"2011-09-01T13:29:56+00:00","2011-09-02T02:24:20+00:00","46464"
2011-09-02,"2011-09-02T13:30:40+00:00","2011-09-03T02:22:57+00:00","46337"
2011-09-03,"2011-09-03T13:31:25+00:00","2011-09-04T02:21:33+00:00","46208"
2011-09-04,"2011-09-04T13:32:10+00:00","2011-09-05T02:20:08+00:00","46078"
2011-09-05,"2011-09-05T13:32:55+00:00","2011-09-06T02:18:43+00:00","45948"
2011-09-06,"2011-09-06T13:33:39+00:00","2011-09-07T02:17:18+00:00","45819"
2011-09-07,"2011-09-07T13:34:24+00:00","2011-09-08T02:15:52+00:00","45688"
2011-09-08,"2011-09-08T13:35:09+00:00","2011-09-09T02:14:26+00:00","45557"
2011-09-09,"2011-09-09T13:35:53+00:00","2011-09-10T02:13:00+00:00","45427"
2011-09-10,"2011-09-10T13:36:38+00:00","2011-09-11T02:11:33+00:00","45295"
2011-09-11,"2011-09-11T13:37:23+00:00","2011-09-12T02:10:06+00:00","45163"
2011-09-12,"2011-09-12T13:38:07+00:00","2011-09-13T02:08:39+00:00","45032"
2011-09-13,"2011-09-13T13:38:52+00:00","2011-09-14T02:07:12+00:00","44900"
2011-09-14,"2011-09-14T13:39:37+00:00","2011-09-15T02:05:44+00:00","44767"
2011-09-15,"2011-09-15T13:40:21+00:00","2011-09-16T02:04:17+00:00","44636"
2011-09-16,"2011-09-16T13:41:06+00:00","2011-09-17T02:02:49+00:00","44503"
2011-09-17,"2011-09-17T13:41:51+00:00","2011-09-18T02:01:22+00:00","44371"
2011-09-18,"2011-09-18T13:42:36+00:00","2011-09-19T01:59:54+00:00","44238"
2011-09-19,"2011-09-19T13:43:21+00:00","2011-09-20T01:58:26+00:00","44105"
2011-09-20,"2011-09-20T13:44:06+00:00","2011-09-21T01:56:58+00:00","43972"
2011-09-21,"2011-09-21T13:44:51+00:00","2011-09-22T01:55:31+00:00","43840"
2011-09-22,"2011-09-22T13:45:37+00:00","2011-09-23T01:54:03+00:00","43706"
2011-09-23,"2011-09-23T13:46:22+00:00","2011-09-24T01:52:35+00:00","43573"
2011-09-24,"2011-09-24T13:47:08+00:00","2011-09-25T01:51:08+00:00","43440"
2011-09-25,"2011-09-25T13:47:54+00:00","2011-09-26T01:49:41+00:00","43307"
2011-09-26,"2011-09-26T13:48:40+00:00","2011-09-27T01:48:14+00:00","43174"
2011-09-27,"2011-09-27T13:49:26+00:00","2011-09-28T01:46:47+00:00","43041"
2011-09-28,"2011-09-28T13:50:12+00:00","2011-09-29T01:45:20+00:00","42908"
2011-09-29,"2011-09-29T13:50:59+00:00","2011-09-30T01:43:54+00:00","42775"
2011-09-30,"2011-09-30T13:51:46+00:00","2011-10-01T01:42:28+00:00","42642"
2011-10-01,"2011-10-01T13:52:33+00:00","2011-10-02T01:41:02+00:00","42509"
2011-10-02,"2011-10-02T13:53:20+00:00","2011-10-03T01:39:37+00:00","42377"
2011-10-03,"2011-10-03T13:54:08+00:00","2011-10-04T01:38:12+00:00","42244"
2011-10-04,"2011-10-04T13:54:56+00:00","2011-10-05T01:36:47+00:00","42111"
2011-10-05,"2011-10-05T13:55:44+00:00","2011-10-06T01:35:23+00:00","41979"
2011-10-06,"2011-10-06T13:56:32+00:00","2011-10-07T01:33:59+00:00","41847"
2011-10-07,"2011-10-07T13:57:21+00:00","2011-10-08T01:32:36+00:00","41715"
2011-10-08,"2011-10-08T13:58:10+00:00","2011-10-09T01:31:14+00:00","41584"
2011-10-09,"2011-10-09T13:58:59+00:00","2011-10-10T01:29:52+00:00","41453"
2011-10-10,"2011-10-10T13:59:49+00:00","2011-10-11T01:28:30+00:00","41321"
2011-10-11,"2011-10-11T14:00:39+00:00","2011-10-12T01:27:10+00:00","41191"
2011-10-12,"2011-10-12T14:01:29+00:00","2011-10-13T01:25:50+00:00","41061"
2011-10-13,"2011-10-13T14:02:20+00:00","2011-10-14T01:24:30+00:00","40930"
2011-10-14,"2011-10-14T14:03:11+00:00","2011-10-15T01:23:12+00:00","40801"
2011-10-15,"2011-10-15T14:04:02+00:00","2011-10-16T01:21:54+00:00","40672"
2011-10-16,"2011-10-16T14:04:54+00:00","2011-10-17T01:20:37+00:00","40543"
2011-10-17,"2011-10-17T14:05:46+00:00","2011-10-18T01:19:20+00:00","40414"
2011-10-18,"2011-10-18T14:06:38+00:00","2011-10-19T01:18:05+00:00","40287"
2011-10-19,"2011-10-19T14:07:31+00:00","2011-10-20T01:16:50+00:00","40159"
2011-10-20,"2011-10-20T14:08:24+00:00","2011-10-21T01:15:37+00:00","40033"
2011-10-21,"2011-10-21T14:09:17+00:00","2011-10-22T01:14:24+00:00","39907"
2011-10-22,"2011-10-22T14:10:11+00:00","2011-10-23T01:13:13+00:00","39782"
2011-10-23,"2011-10-23T14:11:05+00:00","2011-10-24T01:12:02+00:00","39657"
2011-10-24,"2011-10-24T14:12:00+00:00","2011-10-25T01:10:52+00:00","39532"
2011-10-25,"2011-10-25T14:12:55+00:00","2011-10-26T01:09:44+00:00","39409"
2011-10-26,"2011-10-26T14:13:50+00:00","2011-10-27T01:08:36+00:00","39286"
2011-10-27,"2011-10-27T14:14:45+00:00","2011-10-28T01:07:30+00:00","39165"
2011-10-28,"2011-10-28T14:15:41+00:00","2011-10-29T01:06:25+00:00","39044"
2011-10-29,"2011-10-29T14:16:38+00:00","2011-10-30T01:05:21+00:00","38923"
2011-10-30,"2011-10-30T14:17:34+00:00","2011-10-31T01:04:18+00:00","38804"
2011-10-31,"2011-10-31T14:18:31+00:00","2011-11-01T01:03:17+00:00","38686"
2011-11-01,"2011-11-01T14:19:28+00:00","2011-11-02T01:02:17+00:00","38569"
2011-11-02,"2011-11-02T14:20:26+00:00","2011-11-03T01:01:18+00:00","38452"
2011-11-03,"2011-11-03T14:21:23+00:00","2011-11-04T01:00:20+00:00","38337"
2011-11-04,"2011-11-04T14:22:21+00:00","2011-11-05T00:59:24+00:00","38223"
2011-11-05,"2011-11-05T14:23:20+00:00","2011-11-06T00:58:30+00:00","38110"
2011-11-06,"2011-11-06T14:24:18+00:00","2011-11-07T00:57:37+00:00","37999"
2011-11-07,"2011-11-07T14:25:17+00:00","2011-11-08T00:56:45+00:00","37888"
2011-11-08,"2011-11-08T14:26:15+00:00","2011-11-09T00:55:55+00:00","37780"
2011-11-09,"2011-11-09T14:27:14+00:00","2011-11-10T00:55:06+00:00","37672"
2011-11-10,"2011-11-10T14:28:13+00:00","2011-11-11T00:54:19+00:00","37566"
2011-11-11,"2011-11-11T14:29:12+00:00","2011-11-12T00:53:33+00:00","37461"
2011-11-12,"2011-11-12T14:30:12+00:00","2011-11-13T00:52:50+00:00","37358"
2011-11-13,"2011-11-13T14:31:11+00:00","2011-11-14T00:52:07+00:00","37256"
2011-11-14,"2011-11-14T14:32:10+00:00","2011-11-15T00:51:27+00:00","37157"
2011-11-15,"2011-11-15T14:33:09+00:00","2011-11-16T00:50:48+00:00","37059"
2011-11-16,"2011-11-16T14:34:09+00:00","2011-11-17T00:50:11+00:00","36962"
2011-11-17,"2011-11-17T14:35:08+00:00","2011-11-18T00:49:36+00:00","36868"
2011-11-18,"2011-11-18T14:36:07+00:00","2011-11-19T00:49:02+00:00","36775"
2011-11-19,"2011-11-19T14:37:06+00:00","2011-11-20T00:48:30+00:00","36684"
2011-11-20,"2011-11-20T14:38:04+00:00","2011-11-21T00:48:00+00:00","36596"
2011-11-21,"2011-11-21T14:39:03+00:00","2011-11-22T00:47:32+00:00","36509"
2011-11-22,"2011-11-22T14:40:01+00:00","2011-11-23T00:47:06+00:00","36425"
2011-11-23,"2011-11-23T14:40:59+00:00","2011-11-24T00:46:42+00:00","36343"
2011-11-24,"2011-11-24T14:41:57+00:00","2011-11-25T00:46:19+00:00","36262"
2011-11-25,"2011-11-25T14:42:54+00:00","2011-11-26T00:45:59+00:00","36185"
2011-11-26,"2011-11-26T14:43:50+00:00","2011-11-27T00:45:40+00:00","36110"
2011-11-27,"2011-11-27T14:44:47+00:00","2011-11-28T00:45:23+00:00","36036"
2011-11-28,"2011-11-28T14:45:42+00:00","2011-11-29T00:45:09+00:00","35967"
2011-11-29,"2011-11-29T14:46:37+00:00","2011-11-30T00:44:56+00:00","35899"
2011-11-30,"2011-11-30T14:47:32+00:00","2011-12-01T00:44:45+00:00","35833"
2011-12-01,"2011-12-01T14:48:26+00:00","2011-12-02T00:44:36+00:00","35770"
2011-12-02,"2011-12-02T14:49:19+00:00","2011-12-03T00:44:29+00:00","35710"
2011-12-03,"2011-12-03T14:50:11+00:00","2011-12-04T00:44:25+00:00","35654"
2011-12-04,"2011-12-04T14:51:02+00:00","2011-12-05T00:44:22+00:00","35600"
2011-12-05,"2011-12-05T14:51:53+00:00","2011-12-06T00:44:21+00:00","35548"
2011-12-06,"2011-12-06T14:52:43+00:00","2011-12-07T00:44:22+00:00","35499"
2011-12-07,"2011-12-07T14:53:32+00:00","2011-12-08T00:44:25+00:00","35453"
2011-12-08,"2011-12-08T14:54:19+00:00","2011-12-09T00:44:30+00:00","35411"
2011-12-09,"2011-12-09T14:55:06+00:00","2011-12-10T00:44:37+00:00","35371"
2011-12-10,"2011-12-10T14:55:52+00:00","2011-12-11T00:44:46+00:00","35334"
2011-12-11,"2011-12-11T14:56:36+00:00","2011-12-12T00:44:57+00:00","35301"
2011-12-12,"2011-12-12T14:57:19+00:00","2011-12-13T00:45:09+00:00","35270"
2011-12-13,"2011-12-13T14:58:01+00:00","2011-12-14T00:45:24+00:00","35243"
2011-12-14,"2011-12-14T14:58:42+00:00","2011-12-15T00:45:41+00:00","35219"
2011-12-15,"2011-12-15T14:59:21+00:00","2011-12-16T00:45:59+00:00","35198"
2011-12-16,"2011-12-16T14:59:59+00:00","2011-12-17T00:46:20+00:00","35181"
2011-12-17,"2011-12-17T15:00:36+00:00","2011-12-18T00:46:42+00:00","35166"
2011-12-18,"2011-12-18T15:01:11+00:00","2011-12-19T00:47:06+00:00","35155"
2011-12-19,"2011-12-19T15:01:45+00:00","2011-12-20T00:47:31+00:00","35146"
2011-12-20,"2011-12-20T15:02:17+00:00","2011-12-21T00:47:59+00:00","35142"
2011-12-21,"2011-12-21T15:02:47+00:00","2011-12-22T00:48:28+00:00","35141"
2011-12-22,"2011-12-22T15:03:16+00:00","2011-12-23T00:48:59+00:00","35143"
2011-12-23,"2011-12-23T15:03:43+00:00","2011-12-24T00:49:31+00:00","35148"
2011-12-24,"2011-12-24T15:04:09+00:00","2011-12-25T00:50:06+00:00","35157"
2011-12-25,"2011-12-25T15:04:32+00:00","2011-12-26T00:50:41+00:00","35169"
2011-12-26,"2011-12-26T15:04:55+00:00","2011-12-27T00:51:18+00:00","35183"
2011-12-27,"2011-12-27T15:05:15+00:00","2011-12-28T00:51:57+00:00","35202"
2011-12-28,"2011-12-28T15:05:33+00:00","2011-12-29T00:52:37+00:00","35224"
2011-12-29,"2011-12-29T15:05:50+00:00","2011-12-30T00:53:19+00:00","35249"
2011-12-30,"2011-12-30T15:06:05+00:00","2011-12-31T00:54:02+00:00","35277"
2011-12-31,"2011-12-31T15:06:18+00:00","2012-01-01T00:54:46+00:00","35308"
2012-01-01,"2012-01-01T15:06:29+00:00","2012-01-02T00:55:31+00:00","35342"
2012-01-02,"2012-01-02T15:06:38+00:00","2012-01-03T00:56:18+00:00","35380"
2012-01-03,"2012-01-03T15:06:45+00:00","2012-01-04T00:57:06+00:00","35421"
2012-01-04,"2012-01-04T15:06:51+00:00","2012-01-05T00:57:55+00:00","35464"
2012-01-05,"2012-01-05T15:06:54+00:00","2012-01-06T00:58:45+00:00","35511"
2012-01-06,"2012-01-06T15:06:56+00:00","2012-01-07T00:59:36+00:00","35560"
2012-01-07,"2012-01-07T15:06:56+00:00","2012-01-08T01:00:29+00:00","35613"
2012-01-08,"2012-01-08T15:06:53+00:00","2012-01-09T01:01:22+00:00","35669"
2012-01-09,"2012-01-09T15:06:49+00:00","2012-01-10T01:02:16+00:00","35727"
2012-01-10,"2012-01-10T15:06:43+00:00","2012-01-11T01:03:10+00:00","35787"
2012-01-11,"2012-01-11T15:06:35+00:00","2012-01-12T01:04:06+00:00","35851"
2012-01-12,"2012-01-12T15:06:24+00:00","2012-01-13T01:05:02+00:00","35918"
2012-01-13,"2012-01-13T15:06:12+00:00","2012-01-14T01:05:59+00:00","35987"
2012-01-14,"2012-01-14T15:05:58+00:00","2012-01-15T01:06:57+00:00","36059"
2012-01-15,"2012-01-15T15:05:43+00:00","2012-01-16T01:07:55+00:00","36132"
2012-01-16,"2012-01-16T15:05:25+00:00","2012-01-17T01:08:54+00:00","36209"
2012-01-17,"2012-01-17T15:05:05+00:00","2012-01-18T01:09:53+00:00","36288"
2012-01-18,"2012-01-18T15:04:44+00:00","2012-01-19T01:10:53+00:00","36369"
2012-01-19,"2012-01-19T15:04:20+00:00","2012-01-20T01:11:53+00:00","36453"
2012-01-20,"2012-01-20T15:03:55+00:00","2012-01-21T01:12:53+00:00","36538"
2012-01-21,"2012-01-21T15:03:28+00:00","2012-01-22T01:13:54+00:00","36626"
2012-01-22,"2012-01-22T15:02:59+00:00","2012-01-23T01:14:55+00:00","36716"
2012-01-23,"2012-01-23T15:02:28+00:00","2012-01-24T01:15:57+00:00","36809"
2012-01-24,"2012-01-24T15:01:56+00:00","2012-01-25T01:16:58+00:00","36902"
2012-01-25,"2012-01-25T15:01:21+00:00","2012-01-26T01:18:00+00:00","36999"
2012-01-26,"2012-01-26T15:00:45+00:00","2012-01-27T01:19:02+00:00","37097"
2012-01-27,"2012-01-27T15:00:08+00:00","2012-01-28T01:20:04+00:00","37196"
2012-01-28,"2012-01-28T14:59:28+00:00","2012-01-29T01:21:06+00:00","37298"
2012-01-29,"2012-01-29T14:58:47+00:00","2012-01-30T01:22:08+00:00","37401"
2012-01-30,"2012-01-30T14:58:05+00:00","2012-01-31T01:23:10+00:00","37505"
2012-01-31,"2012-01-31T14:57:20+00:00","2012-02-01T01:24:12+00:00","37612"
2012-02-01,"2012-02-01T14:56:35+00:00","2012-02-02T01:25:14+00:00","37719"
