"date","heat","cool"
2014-03-18,7,0
2014-03-19,6,0
2014-03-20,6,0
2014-03-21,8,0
2014-03-22,8,0
2014-03-23,8,0
2014-03-24,6,0
2014-03-25,8,0
2014-03-26,12,0
2014-03-27,12,0
2014-03-28,10,0
2014-03-29,8,0
2014-03-30,11,0
2014-03-31,14,0
2014-04-01,17,0
2014-04-02,16,0
2014-04-03,14,0
2014-04-04,14,0
2014-04-05,12,0
2014-04-06,7,0
2014-04-07,1,1
2014-04-08,1,3
2014-04-09,1,3
2014-04-10,1,1
2014-04-11,1,0
2014-04-12,6,0
2014-04-13,6,0
2014-04-14,2,0
2014-04-15,2,0
2014-04-16,2,0
2014-04-17,4,0
2014-04-18,4,0
2014-04-19,4,0
2014-04-20,2,0
2014-04-21,2,0
2014-04-22,7,0
2014-04-23,8,0
2014-04-24,6,0
2014-04-25,10,0
2014-04-26,13,0
2014-04-27,11,0
2014-04-28,5,0
2014-04-29,1,2
